职位名称,公司名称,工作城市,薪资范围,学历要求,公司类型,公司规模,职位类别,工作经验,福利待遇
机械设计工程师（小型机械、精密仪器）,湖南桥康智能科技有限公司,长沙,8千-1.5万,本科,民营,20-99人,机械设计/制造/维修,3-5年,"加班补助,带薪年假,弹性工作,节日福利,免费停车,五险一金"
结构研发工程师,湖南汉德史特仪表有限公司,长沙,7千-1.2万,本科,民营,20-99人,机械设计/制造/维修,3-5年,"餐补,绩效奖金,通讯补助,周末双休,创业公司,全勤奖,五险一金,带薪年假"
机械设计师（非标）,南京合信智能装备有限公司,长沙,8千-1万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"加班补助,交通补助,餐补,定期体检,节日福利,绩效奖金,带薪年假,五险"
岳麓区童装设计师,长沙无疆电子商务有限公司,长沙,6千-8千,本科,民营,20人以下,服装/纺织/皮革设计/生产,3-5年,"绩效奖金,加班补助,全勤奖,餐补,带薪年假,节日福利,高温补贴,五险一金"
OEM品控岗（周末双休，五险一金）,英氏控股集团股份有限公司,长沙,5千-8千,本科,民营,1000-9999人,质量管理/安全防护,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,高温补贴,定期体检,餐补,通讯补助"
技改工程师,三一集团,长沙,1万-1.5万,本科,民营,10000人以上,生产管理/运营,3-5年,"五险一金,年底双薪,绩效奖金,餐补,带薪年假,弹性工作,定期体检,节日福利"
电气工程师,湖南沁森高科新材料有限公司,长沙,6千-1万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"五险一金,试用期全额,年终分红,绩效奖金,包住,餐补,定期体检,全勤奖"
分析/检测工程师,长沙乐远新材料科技股份有限公司,长沙,5千-1万,本科,股份制企业,20-99人,化工,3-5年,"节日福利,每年多次调薪,绩效奖金,定期体检,六险"
机械设计师,湖南润天智科机械制造有限公司,长沙,8千-1万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"五险一金,包吃,员工旅游,带薪年假"
成型工艺工程师,三一集团,长沙,9千-1.8万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"包吃,包住,免费班车,五险一金,周末双休,带薪年假,项目奖金,年终分红"
课题组长（分析）,湖南华纳大药厂股份有限公司,长沙,6千-1万,本科,民营,500-999人,化工,3-5年,"五险一金,节日福利,通讯补助,项目奖金,定期团建,大牛带队,带团队,超长春节假期"
质量主管/工程师,湖南豌豆医疗用品有限公司,长沙,6千-8千,本科,民营,100-299人,质量管理/安全防护,3-5年,"节日福利,周末双休,五险一金,绩效奖金,带薪年假,定期体检,员工旅游,高温补贴"
汽车电子电器工程师,三一集团,长沙,1万-1.5万,本科,民营,10000人以上,汽车制造,3-5年,"五险一金,绩效奖金,餐补,节日福利,带薪年假,股票期权,年终分红,弹性工作"
机械研发工程师,长沙轩勋机电有限公司,长沙,8千-1万,本科,民营,20人以下,机械设计/制造/维修,3-5年,"包住,餐补,带薪年假,节日福利,五险"
机械工程师（机械臂方向）,中烟物流技术有限责任公司,长沙,1万-1.5万,本科,国企,100-299人,机械设计/制造/维修,3-5年,"五险一金,绩效奖金,带薪年假,包吃,包住,弹性工作,定期体检,免费停车"
模具设计工程师,长缆科技,长沙,6千-8千,本科,上市公司,1000-9999人,机械设计/制造/维修,3-5年,"五险一金,年底双薪,绩效奖金,加班补助,包住,免费班车,高温补贴,节日福利"
涂装工艺工程师,中联重科,长沙,6千-1.2万,本科,合资,10000人以上,机械设计/制造/维修,3-5年,"五险一金,包吃,包住,带薪年假,免费班车,节日福利"
结构工程师,长沙万为机器人有限公司,长沙,8千-1.2万,本科,民营,20-99人,机械设计/制造/维修,3-5年,"五险一金,绩效奖金,加班补助,全勤奖,弹性工作,创业公司"
课题组长（分析）,湖南华纳大药厂股份有限公司,长沙,6千-1万,本科,民营,500-999人,化工,3-5年,"五险一金,节日福利,通讯补助,项目奖金,定期团建,大牛带队,带团队,超长春节假期"
试验工程师,三一集团,长沙,9千-1.8万,本科,民营,10000人以上,生产管理/运营,3-5年,"包吃,包住,免费班车,五险一金,周末双休,带薪年假,项目奖金,年终分红"
验证QA,湖南华腾制药有限公司,长沙,4千-8千,本科,民营,100-299人,质量管理/安全防护,3-5年,"五险一金,年底双薪,绩效奖金,餐补,定期体检,员工旅游,定期团建,节日福利"
品质经理（职位编号：J003）,长沙市香他她餐饮管理有限公司,长沙,1万-1.5万,本科,民营,300-499人,质量管理/安全防护,3-5年,"带薪年假,节日福利,不加班,年底双薪,五险一金,绩效奖金,定期团建"
底盘工程师,三一集团,长沙,1万-1.5万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"五险一金,年底双薪,绩效奖金,餐补,节日福利,周末双休,带薪年假"
技术工程师,湖南鑫永生科技发展有限公司,长沙,4千-6千,本科,民营,100-299人,机械设计/制造/维修,3-5年,"餐补,定期体检,节日福利,包住"
机械工程师,湖南航天环宇通信科技股份有限公司,长沙,6千-1.2万,本科,民营,500-999人,机械设计/制造/维修,3-5年,"五险一金,绩效奖金,股票期权,包吃,定期体检,免费班车,员工旅游,节日福利"
机械工程师(J11951),三一集团,长沙,1.5万-2万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"五险一金,包住,餐补,绩效奖金,节日福利,员工旅游,年底双薪"
ISO三体系审核员,中元国际认证(深圳)有限公司,长沙,1万-1.5万,本科,民营,100-299人,质量管理/安全防护,3-5年,"五险一金,弹性工作"
QS课资深工程师,长沙惠科光电有限公司,长沙,9千-1.1万,本科,民营,500-999人,质量管理/安全防护,3-5年,"五险一金,包住,全勤奖,加班补助,年底双薪,节日福利,带薪年假,包吃"
房车研发设计工程师,湖南星通义达产业园管理有限公司,长沙,5千-1万,本科,民营,20-99人,机械设计/制造/维修,3-5年,"五险,绩效奖金,带薪年假,节日福利,周末双休,免费停车"
化工产品研发经理,湖南展通科技集团有限公司,长沙,1万-1.5万,本科,民营,20-99人,化工,3-5年,"带薪年假,节日福利,全勤奖,周末双休,工龄工资"
材料工程师,湖南方恒新材料技术股份有限公司,长沙,6千-8千,本科,民营,20-99人,机械设计/制造/维修,3-5年,"五险一金,餐补,带薪年假,弹性工作,定期体检,绩效奖金,交通补助,节日福利"
（高级）底盘产品工程师,比亚迪,长沙,1万-1.5万,本科,民营,10000人以上,汽车制造,3-5年,"五险一金,绩效奖金,通讯补助"
质量主管,湖南朗林生物资源股份有限公司,长沙,5千-8千,本科,股份制企业,20-99人,质量管理/安全防护,3-5年,"每年多次调薪,五险一金,年底双薪,包吃,带薪年假,包住,补充医疗保险"
生产主管,湖南省双博钢结构工程有限公司,长沙,1.8万-2.4万,本科,民营,20-99人,生产管理/运营,3-5年,"绩效奖金,包吃,包住,员工旅游,公司重点项目,出国游"
机械设备工程师,三一集团,长沙,1万-1.5万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"五险一金,绩效奖金,节日福利,免费班车,餐补"
液压工程师,长沙聚点长盈电子商务有限公司,长沙,1万-1.5万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"五险一金,周末双休,绩效奖金,餐补,年终分红"
质量专员,湖南安卓特种设备科技有限公司,长沙,4千-5千,本科,民营,20-99人,质量管理/安全防护,3-5年,"五险一金,餐补,带薪年假,节日福利,年底双薪"
机电安装工程师,润田环境工程有限公司,长沙,6千-8千,本科,民营,20-99人,机械设计/制造/维修,3-5年,"创业公司,五险一金,绩效奖金,餐补,通讯补助,带薪年假,定期体检,员工旅游"
技术总监,张家界国辉建材有限公司,长沙,8千-1.5万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"包吃,周末双休,包住,餐补,带薪年假,弹性工作,五险一金"
服务工程师（全国）(J13385),方正电子,长沙,6千-1万,本科,国企,1000-9999人,机械设计/制造/维修,3-5年,"五险一金,绩效奖金,餐补,带薪年假,补充医疗保险,定期体检,免费班车,周末双休"
高级分析研究员,九典制药,长沙,8千-1.5万,本科,上市公司,1000-9999人,化工,3-5年,"五险一金,餐补,免费班车,节日福利,定期体检,绩效奖金,加班补助,定期团建"
节能项目经理,耐普泵业,长沙,8千-1万,本科,合资,100-299人,机械设计/制造/维修,3-5年,"五险一金,交通补助,节日福利,带薪年假,通讯补助,绩效奖金"
食品研发工程师,绝味食品,长沙,8千-1.5万,本科,民营,1000-9999人,烹饪/料理/食品研发,3-5年,"五险一金,带薪年假,定期体检,节日福利,公司重点项目,创业公司,周末双休,工作餐"
液压工程师,长沙聚点长盈电子商务有限公司,长沙,1万-1.5万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"五险一金,周末双休,绩效奖金,餐补,年终分红"
计划存货专员,三一集团,长沙,6千-8千,本科,民营,10000人以上,生产管理/运营,3-5年,"五险一金,年底双薪,包住,绩效奖金,加班补助,餐补,带薪年假,免费班车"
技术工程师,湖南鑫永生科技发展有限公司,长沙,4千-6千,本科,民营,100-299人,机械设计/制造/维修,3-5年,"餐补,定期体检,节日福利,包住"
热能工程师,湖南思为能源环保工程有限公司,长沙,8千-1万,本科,民营,20-99人,能源/矿产/地质勘查,3-5年,"五险一金,包住,交通补助,餐补,通讯补助,定期体检,节日福利"
齿轮工艺工程师（工作地点-长沙）,天津华建天恒传动有限责任公司,长沙,6千-1万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"节日福利,五险一金,包住,绩效奖金,餐补"
液压工程师,三一集团,长沙,9千-1.8万,本科,民营,10000人以上,化工,3-5年,"包吃,包住,免费班车,五险一金,周末双休,带薪年假,项目奖金,年终分红"
机电自动化控制工程师,湖南超视觉工程有限公司,长沙,8千-1万,本科,民营,20人以下,机械设计/制造/维修,3-5年,"五险一金,绩效奖金,餐补,公司重点项目,周末双休,节日福利,项目奖金"
培训主管,花生好车,长沙,8千-1万,本科,民营,1000-9999人,汽车销售与服务,3-5年,"五险一金,绩效奖金"
设备主管,天地恒一制药股份有限公司,长沙,7千-1.1万,本科,民营,500-999人,生产管理/运营,3-5年,"五险一金,包吃,包住,定期体检,免费班车,员工旅游,节日福利,带薪年假"
涂装机器人工程师,三一集团,长沙,1.5万-2万,本科,民营,10000人以上,生产管理/运营,3-5年,"五险一金,年底双薪,餐补,节日福利,每年多次调薪,绩效奖金,包住,股票期权"
结构设计工程师,长沙超创电子科技有限公司,长沙,8千-1.5万,本科,民营,20-99人,机械设计/制造/维修,3-5年,"五险一金,定期体检,绩效奖金,员工旅游,餐补,通讯补助"
夹具设计工程师,湖南智水环境工程有限公司,长沙,1万-1.5万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"每年多次调薪,包住,包吃,员工旅游,节日福利,年终分红,五险一金,带薪年假"
质量负责人-长沙,长沙市宇驰检测技术有限公司,长沙,6千-9千,本科,民营,20-99人,质量管理/安全防护,3-5年,"五险一金,房补,全勤奖,通讯补助,带薪年假"
涂料研发工程师,湖南鼎一致远科技发展有限公司,长沙,1万-1.5万,本科,民营,100-299人,化工,3-5年,"五险一金,带薪年假,节日福利,绩效奖金,通讯补助,包住,餐补"
GSP质量体系工程师,三诺生物,长沙,6千-8千,本科,股份制企业,1000-9999人,质量管理/安全防护,3-5年,"五险一金,绩效奖金,带薪年假,定期体检,节日福利,免费停车,周末双休"
分析应用工程师,南京科捷分析仪器有限公司,长沙,8千-1万,本科,民营,100-299人,化工,3-5年,"五险一金,绩效奖金,餐补,带薪年假"
工艺工程师,三一集团,长沙,1万-1.5万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"五险一金,年底双薪,绩效奖金,周末双休,餐补,带薪年假,定期体检"
总体工程师,三一集团,长沙,1.5万-2万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"每年多次调薪,五险一金,绩效奖金,餐补,带薪年假,节日福利"
QS课资深工程师,长沙惠科光电有限公司,长沙,9千-1.1万,本科,民营,500-999人,质量管理/安全防护,3-5年,"五险一金,包住,餐补,全勤奖,加班补助,年底双薪,节日福利,带薪年假"
质量经理,黎耀智能科技有限公司,长沙,1万-1.5万,本科,民营,100-299人,质量管理/安全防护,3-5年,五险一金
综合计划管理,湖南中大创远数控装备有限公司,长沙,7千-8千,本科,民营,100-299人,生产管理/运营,3-5年,"五险一金,年底双薪,交通补助,餐补,通讯补助,定期体检"
精益生产主管,中国长城,长沙,6千-8千,本科,国企,10000人以上,电信/通信技术开发及应用,3-5年,"五险一金,定期体检,包住,绩效奖金,带薪年假"
护肤配方工程师-长沙,湖南御泥坊化妆品有限公司,长沙,6千-8千,本科,上市公司,1000-9999人,化工,3-5年,"五险一金,节日福利,免费班车,定期体检,餐补,年底双薪,绩效奖金,全勤奖"
设备管理室主任,中联重科,长沙,1.5万-2万,本科,合资,10000人以上,生产管理/运营,3-5年,"五险一金,全勤奖,交通补助,餐补,包住,带薪年假,通讯补助,包吃"
工艺工程师,湖南智水环境工程有限公司,长沙,1.5万-2万,本科,民营,100-299人,生产管理/运营,3-5年,"每年多次调薪,包住,包吃,员工旅游,节日福利,年终分红,五险一金,带薪年假"
总体工程师,三一集团,长沙,1.5万-2万,本科,民营,10000人以上,机械设计/制造/维修,3-5年,"每年多次调薪,五险一金,绩效奖金,餐补,带薪年假,节日福利"
驾驶室设计工程师,三一集团,长沙,1.5万-3万,本科,民营,10000人以上,汽车制造,3-5年,"五险一金,年底双薪,绩效奖金,股票期权,带薪年假,弹性工作,定期体检,节日福利"
公用设备工程师,湖南博翔新材料有限公司,长沙,8千-1.5万,本科,民营,100-299人,机械设计/制造/维修,3-5年,"包住,包吃,绩效奖金,节日福利,五险一金,周末双休,股票期权,年终分红"
